DATE,EXE,PID,ACCOUNT,HOST,ORGANIZATION,COUNTRY
2016.06.07 00:20:44,svchost.exe,804,,fe2.update.microsoft.com,Microsoft Corp (MSFT-Z),US
2016.06.07 00:20:45,svchost.exe,1304,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:20:45,svchost.exe,1304,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:20:45,svchost.exe,1304,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:20:49,svchost.exe,804,,fe2.update.microsoft.com,Microsoft Corp (MSFT-Z),US
2016.06.07 00:20:50,svchost.exe,1304,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:20:50,svchost.exe,1304,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:20:50,svchost.exe,1304,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:20:51,svchost.exe,804,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:20:51,svchost.exe,1304,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:20:51,svchost.exe,1304,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:20:51,svchost.exe,1304,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:20:53,svchost.exe,1304,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:20:53,svchost.exe,1304,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:20:53,svchost.exe,1304,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:21:17,svchost.exe,804,System,pbs.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:21:21,svchost.exe,804,System,pbs.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:21:21,svchost.exe,804,,pbs.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:21:21,svchost.exe,804,,pbs.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:21:21,svchost.exe,804,,pbs.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:21:22,svchost.exe,804,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:23:06,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:23:06,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:23:06,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:23:06,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:23:09,svchost.exe,1004,System,wpad,,
2016.06.07 00:23:13,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:23:21,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:23:21,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:23:42,svchost.exe,800,System,officeclient.microsoft.com,Microsoft Corp (MSFT-Z),US
2016.06.07 00:23:46,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:24:18,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:24:21,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:24:53,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:25:27,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:26:03,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:26:37,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:14,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:27:52,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:28:32,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:29:15,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:29:58,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:30:39,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:31:16,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:31:52,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:31:55,Explorer.EXE,2624,,candycrushsoda.king.com,King,SE
2016.06.07 00:31:55,Explorer.EXE,2624,,oem.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:31:56,Explorer.EXE,2624,,oem.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:31:56,Explorer.EXE,2624,,candycrushsoda.king.com,King,SE
2016.06.07 00:31:56,Explorer.EXE,2624,,oem.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:31:56,Explorer.EXE,2624,,oem.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:31:56,Explorer.EXE,2624,,candycrushsoda.king.com,King,SE
2016.06.07 00:31:56,Explorer.EXE,2624,,candycrushsoda.king.com,King,SE
2016.06.07 00:31:56,Explorer.EXE,2624,,candycrushsoda.king.com,King,SE
2016.06.07 00:31:56,Explorer.EXE,2624,,sway-cdn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,sway-cdn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,sway-cdn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,tile-service.weather.microsoft.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,sway-cdn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,sway-cdn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,tile-service.weather.microsoft.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,sway-cdn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,sway-cdn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,tile-service.weather.microsoft.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:56,Explorer.EXE,2624,,tile-service.weather.microsoft.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:31:59,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:31:59,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:31:59,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:31:59,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:32:03,Explorer.EXE,2624,,oem.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:32:34,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:32:56,Explorer.EXE,2624,,tile-service.weather.microsoft.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:32:56,Explorer.EXE,2624,,sway-cdn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:32:56,Explorer.EXE,2624,,sway-cdn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:32:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:32:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:32:56,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:32:59,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:33:10,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:33:11,svchost.exe,1004,System,wpad,,
2016.06.07 00:33:42,svchost.exe,800,System,officeclient.microsoft.com,Microsoft Corp (MSFT-Z),US
2016.06.07 00:33:55,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:34:28,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:35:11,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:35:44,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:36:20,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:36:45,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:36:45,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:36:45,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:36:45,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:36:45,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:36:45,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:36:45,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:36:45,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:36:50,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:36:50,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:36:50,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:36:50,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:36:50,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:36:50,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:37:05,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:37:41,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:37:46,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:37:46,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:38:21,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:38:21,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:38:22,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:38:29,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:38:29,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:38:29,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:38:29,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:38:53,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:39:30,svchost.exe,1380,System,v10.vortex-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:39:32,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:40:17,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:40:58,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:41:39,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:14,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:35,OneDrive.exe,3016,,ssw.live.com,Microsoft Corporation (MSFT),US
2016.06.07 00:42:52,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:43:13,svchost.exe,1004,System,wpad,,
2016.06.07 00:43:32,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:43:42,svchost.exe,800,System,officeclient.microsoft.com,Microsoft Corp (MSFT-Z),US
2016.06.07 00:44:05,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:44:45,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:45:15,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:45:53,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:46:28,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:47:03,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:47:43,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:48:18,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:49:00,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:49:38,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:50:17,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:50:48,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:51:19,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:51:45,Explorer.EXE,2624,,oem.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:51:45,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:51:45,Explorer.EXE,2624,,tile-service.weather.microsoft.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:51:45,Explorer.EXE,2624,,oem.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:51:45,Explorer.EXE,2624,,oem.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:51:45,Explorer.EXE,2624,,oem.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:51:46,Explorer.EXE,2624,,tile-service.weather.microsoft.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:51:46,Explorer.EXE,2624,,tile-service.weather.microsoft.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:51:46,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:51:46,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:51:46,Explorer.EXE,2624,,tile-service.weather.microsoft.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:51:46,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:51:50,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:51:50,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:51:50,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:51:50,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:51:50,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:51:50,svchost.exe,1380,System,settings-win.data.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:51:53,Explorer.EXE,2624,,oem.twimg.com,Twitter Inc. (TWITT),US
2016.06.07 00:52:02,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:52:35,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
2016.06.07 00:52:46,Explorer.EXE,2624,,tile-service.weather.microsoft.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:52:46,Explorer.EXE,2624,,cdn.content.prod.cms.msn.com,Akamai Technologies. Inc. (AKAMAI),US
2016.06.07 00:53:09,svchost.exe,800,System,win10.ipv6.microsoft.com,Microsoft Corporation (MSFT),US
