DATE,PROCESS,PROTOCOL,DEST_IP,DEST_PORT,DEST_PORT_NAME,ORGANIZATION,COUNTRY
2016-07-24 22:53:53.854,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-24 22:55:28.081,C:\Windows\System32\svchost.exe,udp,224.0.0.252,5355,llmnr,,
2016-07-24 23:02:23.067,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-24 23:02:23.155,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.254,443,https,AS8075 Microsoft Corporation,IE
2016-07-24 23:02:23.177,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-24 23:02:53.278,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,2.17.234.96,80,http,AS20940 Akamai International B.V.,EU
2016-07-24 23:09:55.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-24 23:09:55.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-24 23:32:07.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-24 23:32:07.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-24 23:32:23.065,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-24 23:32:23.186,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-24 23:54:08.854,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-24 23:54:08.854,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 00:02:23.094,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 00:02:23.173,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.254,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 00:02:23.208,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 00:09:10.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 00:09:10.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 00:30:30.064,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 00:30:30.176,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,2.17.234.96,80,http,AS20940 Akamai International B.V.,EU
2016-07-25 00:31:19.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 00:31:19.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 00:47:23.113,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 00:47:23.194,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.254,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 00:47:23.236,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 00:53:31.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 00:53:31.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 01:14:28.854,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 01:14:28.854,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 01:30:31.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 01:30:31.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 01:32:23.068,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 01:32:23.148,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.254,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 01:32:23.186,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 01:32:53.281,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,2.17.234.96,80,http,AS20940 Akamai International B.V.,EU
2016-07-25 01:52:43.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 01:52:43.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 02:02:23.067,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 02:02:23.192,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 02:14:43.854,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 02:14:43.855,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 02:21:54.991,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 02:21:55.356,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,23.103.189.126,443,https,AS8075 Microsoft Corporation,US
2016-07-25 02:29:46.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 02:29:46.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 02:32:23.175,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.254,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 02:32:23.212,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 02:50:56.425,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 02:50:58.611,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 02:50:58.680,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,a23-206-7-161.deploy.static.akamaitechnologies.com,80,http,Akamai Technologies. Inc. (AKAMAI),NL
2016-07-25 02:50:58.836,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,65.55.113.12,80,http,AS8075 Microsoft Corporation,US
2016-07-25 02:50:59.448,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,a23-206-7-161.deploy.static.akamaitechnologies.com,80,http,Akamai Technologies. Inc. (AKAMAI),NL
2016-07-25 02:50:59.566,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,65.55.113.12,80,http,AS8075 Microsoft Corporation,US
2016-07-25 02:50:59.682,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,a23-206-7-161.deploy.static.akamaitechnologies.com,80,http,Akamai Technologies. Inc. (AKAMAI),NL
2016-07-25 02:50:59.799,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,65.55.113.12,80,http,AS8075 Microsoft Corporation,US
2016-07-25 02:50:59.915,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,a23-206-7-161.deploy.static.akamaitechnologies.com,80,http,Akamai Technologies. Inc. (AKAMAI),NL
2016-07-25 02:51:00.030,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,65.55.113.12,80,http,AS8075 Microsoft Corporation,US
2016-07-25 02:51:01.071,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,a23-206-7-161.deploy.static.akamaitechnologies.com,80,http,Akamai Technologies. Inc. (AKAMAI),NL
2016-07-25 02:51:01.258,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,104.43.228.202,443,https,AS8075 Microsoft Corporation,US
2016-07-25 02:51:01.262,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,2.22.144.120,80,http,AS20940 Akamai International B.V.,GB
2016-07-25 02:51:01.467,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.80.58,443,https,AS8075 Microsoft Corporation,US
2016-07-25 02:51:01.788,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,198.41.214.185,80,http,AS13335 CloudFlare. Inc.,US
2016-07-25 02:51:02.342,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,104.43.228.202,443,https,AS8075 Microsoft Corporation,US
2016-07-25 02:51:27.018,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,a104-94-186-245.deploy.static.akamaitechnologies.com,80,http,Akamai Technologies. Inc. (AKAMAI),NL
2016-07-25 02:51:55.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 02:51:55.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 03:14:07.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 03:14:07.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 03:17:23.082,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 03:17:23.170,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.254,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 03:17:23.202,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 03:34:58.917,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 03:34:58.917,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 03:51:07.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 03:51:07.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 04:02:23.067,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 04:02:23.161,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.254,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 04:02:23.194,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 04:02:53.279,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,a184-50-171-168.deploy.static.akamaitechnologies.com,80,http,Akamai Technologies. Inc. (AKAMAI),NL
2016-07-25 04:13:19.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 04:13:19.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 04:32:23.065,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 04:32:23.182,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 04:35:13.917,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 04:35:13.917,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 04:50:19.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 04:50:19.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 05:02:23.097,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 05:02:23.177,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.254,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 05:02:23.200,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 05:12:31.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 05:12:31.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 05:33:12.251,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 05:33:12.335,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,a104-98-152-139.deploy.static.akamaitechnologies.com,80,http,Akamai Technologies. Inc. (AKAMAI),NL
2016-07-25 05:34:43.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 05:34:43.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 05:47:23.192,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.254,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 05:47:24.210,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 05:55:33.917,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 05:55:33.917,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 06:11:43.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 06:11:43.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 06:32:23.068,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 06:32:23.139,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.254,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 06:32:23.168,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 06:33:55.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 06:33:55.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 06:55:48.917,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 06:55:48.917,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 07:02:23.066,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 07:02:23.168,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 07:02:53.280,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,a104-98-152-139.deploy.static.akamaitechnologies.com,80,http,Akamai Technologies. Inc. (AKAMAI),NL
2016-07-25 07:10:55.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 07:10:55.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 07:32:23.067,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 07:32:23.149,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.254,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 07:32:23.181,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 07:33:07.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 07:33:07.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 07:55:19.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 07:55:19.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 08:02:23.066,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 08:02:23.159,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 08:16:08.917,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 08:16:08.917,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 08:32:11.371,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,msnbot-207-46-194-14.search.msn.com,80,http,Microsoft Corporation (MSFT),US
2016-07-25 08:32:11.465,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 08:32:11.537,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,a23-206-7-161.deploy.static.akamaitechnologies.com,443,https,Akamai Technologies. Inc. (AKAMAI),NL
2016-07-25 08:32:11.639,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,a184-87-216-50.deploy.static.akamaitechnologies.com,443,https,Akamai Technologies. Inc. (AKAMAI),NL
2016-07-25 08:32:13.012,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,msnbot-207-46-194-14.search.msn.com,80,http,Microsoft Corporation (MSFT),US
2016-07-25 08:32:13.120,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,a23-206-7-161.deploy.static.akamaitechnologies.com,80,http,Akamai Technologies. Inc. (AKAMAI),NL
2016-07-25 08:32:15.265,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,msnbot-207-46-194-14.search.msn.com,80,http,Microsoft Corporation (MSFT),US
2016-07-25 08:32:19.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 08:32:19.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 08:32:23.150,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.254,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 08:32:23.153,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 08:32:41.278,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,a104-98-152-139.deploy.static.akamaitechnologies.com,80,http,Akamai Technologies. Inc. (AKAMAI),NL
2016-07-25 08:54:31.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 08:54:31.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 09:16:23.917,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 09:16:23.917,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 09:17:23.113,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 09:17:23.239,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 09:17:24.168,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.254,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 09:31:31.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 09:31:31.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 09:32:33.246,C:\Windows\System32\svchost.exe,udp,224.0.0.252,5355,llmnr,,
2016-07-25 09:53:43.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 09:53:43.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 10:00:31.064,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 10:00:31.144,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,a104-98-152-139.deploy.static.akamaitechnologies.com,80,http,Akamai Technologies. Inc. (AKAMAI),NL
2016-07-25 10:02:23.141,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.254,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 10:02:23.173,C:\Program Files (x86)\Proxifier\Proxifier.exe,tcp,191.232.139.253,443,https,AS8075 Microsoft Corporation,IE
2016-07-25 10:15:55.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 10:15:55.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 10:32:23.065,C:\Windows\System32\svchost.exe,udp,255.255.255.255,67,bootps,,
2016-07-25 10:36:43.651,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 10:36:43.651,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
2016-07-25 10:52:55.524,C:\Windows\System32\svchost.exe,udp,239.255.255.250,1900,ssdp,,
