HOST,COUNT,ORGANIZATION,COUNTRY,RESOLVED DATE,RESOLVED DOMAIN
191.234.72.186,24,AS8075 Microsoft Corporation,US,2018-01-29,fe2.update.microsoft.com.nsatc.net
,,,,2018-01-22,fe2.update.microsoft.com.akadns.net
,,,,2017-10-01,fe2.update.microsoft.com
,,,,2015-03-26,fe1.update.microsoft.com.akadns.net
191.234.72.188,21,AS8075 Microsoft Corporation,US,2017-12-16,fe2.update.microsoft.com.nsatc.net
,,,,2017-09-24,fe2.update.microsoft.com
,,,,2015-03-16,fe1.update.microsoft.com.akadns.net
,,,,2014-09-15,fe2.update.microsoft.com.akadns.net
191.234.72.190,15,AS8075 Microsoft Corporation,US,2017-12-06,fe2.update.microsoft.com.nsatc.net
,,,,2017-11-23,fe2.update.microsoft.com.akadns.net
,,,,2017-11-02,fe2.update.microsoft.com
,,,,2015-03-16,fe1.update.microsoft.com.akadns.net
a-0001.a-msedge.net,2,,,,
a-0003.dc-msedge.net,1,,,,
a104-107-216-152.deploy.static.akamaitechnologies.com,1,,,,
a104-107-216-160.deploy.static.akamaitechnologies.com,2,,,,
a104-107-216-163.deploy.static.akamaitechnologies.com,11,,,,
a104-107-216-185.deploy.static.akamaitechnologies.com,5,,,,
a104-107-255-207.deploy.static.akamaitechnologies.com,53,,,,
a104-122-33-123.deploy.static.akamaitechnologies.com,1,,,,
a104-124-193-245.deploy.static.akamaitechnologies.com,2,,,,
a104-73-152-80.deploy.static.akamaitechnologies.com,6,,,,
a173-223-11-144.deploy.static.akamaitechnologies.com,2,,,,
a23-14-90-192.deploy.static.akamaitechnologies.com,2,,,,
a23-200-165-106.deploy.static.akamaitechnologies.com,6,,,,
a23-200-167-80.deploy.static.akamaitechnologies.com,2,,,,
a23-206-26-219.deploy.static.akamaitechnologies.com,2,,,,
a23-211-168-101.deploy.static.akamaitechnologies.com,1,,,,
a23-217-249-43.deploy.static.akamaitechnologies.com,1,,,,
a23-43-69-163.deploy.static.akamaitechnologies.com,2,,,,
a23-43-75-27.deploy.static.akamaitechnologies.com,2,,,,
a23-51-123-27.deploy.static.akamaitechnologies.com,2,,,,
a23-55-149-163.deploy.static.akamaitechnologies.com,2,,,,
a23-55-155-27.deploy.static.akamaitechnologies.com,2,,,,
a23-62-197-99.deploy.static.akamaitechnologies.com,20,,,,
a88-221-112-131.deploy.akamaitechnologies.com,3,,,,
a88-221-112-145.deploy.akamaitechnologies.com,1,,,,
a88-221-112-187.deploy.akamaitechnologies.com,1,,,,
a88-221-144-49.deploy.akamaitechnologies.com,1,,,,
a88-221-144-67.deploy.akamaitechnologies.com,1,,,,
a92-122-218-10.deploy.akamaitechnologies.com,3,,,,
a92-122-218-16.deploy.akamaitechnologies.com,3,,,,
a92-122-218-18.deploy.akamaitechnologies.com,3,,,,
a92-122-53-49.deploy.akamaitechnologies.com,1,,,,
a92-122-53-50.deploy.akamaitechnologies.com,6,,,,
a92-122-86-94.deploy.akamaitechnologies.com,2,,,,
a92-123-226-10.deploy.akamaitechnologies.com,1,,,,
a92-123-226-67.deploy.akamaitechnologies.com,1,,,,
a95-101-199-200.deploy.akamaitechnologies.com,3,,,,
a95-101-72-49.deploy.akamaitechnologies.com,1,,,,
a95-101-72-68.deploy.akamaitechnologies.com,2,,,,
cds1203.lon.llnw.net,1,,,,
cds1209.lon.llnw.net,1,,,,
cds1244.lon.llnw.net,1,,,,
cds1257.lon.llnw.net,2,,,,
cds1287.lon.llnw.net,1,,,,
cds177.dus.llnw.net,1,,,,
cds20411.lcy.llnw.net,1,,,,
cds20425.lcy.llnw.net,2,,,,
cds20445.lcy.llnw.net,1,,,,
cds20495.lcy.llnw.net,1,,,,
cds21233.lon.llnw.net,2,,,,
cds21261.lon.llnw.net,1,,,,
cds21267.lon.llnw.net,1,,,,
cds21309.lon.llnw.net,2,,,,
cds21321.lon.llnw.net,1,,,,
cds308.lcy.llnw.net,1,,,,
cds406.lcy.llnw.net,1,,,,
cds447.lcy.llnw.net,1,,,,
cds458.lcy.llnw.net,1,,,,
cds461.lcy.llnw.net,1,,,,
cds471.lcy.llnw.net,1,,,,
https-178-79-208-129.ams.llnw.net,1,,,,
https-178-79-232-189.dus.llnw.net,2,,,,
https-178-79-232-41.dus.llnw.net,1,,,,
https-178-79-242-254.fra.llnw.net,3,,,,
https-178-79-242-39.fra.llnw.net,1,,,,
https-178-79-251-159.lcy.llnw.net,1,,,,
https-178-79-251-34.lcy.llnw.net,2,,,,
https-87-248-202-95.ams.llnw.net,1,,,,
https-87-248-217-13.lon.llnw.net,2,,,,
https-95-140-225-139.toj.llnw.net,2,,,,
ocsp.comodoca.com,17,,,,
vip1.ue-anycast1.cachefly.net,4,,,,
